,id,last_scraped,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude
129289,32116536.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10025,40.79219000000001,-73.97166
129314,26874451.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69782,-73.92761
129344,875362.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.691,-73.92535
129402,15547078.0,2019-05-03,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70319,-73.91455
129420,29847218.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10018,40.75786,-73.99231999999998
129451,12736073.0,2019-05-03,Manhattan,Gramercy,Manhattan,New York,NY,10010,40.73618,-73.98451
129521,30295986.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10022,40.7551,-73.9625
129673,12761138.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76612,-73.98841
129681,11701006.0,2019-05-04,Midtown,Murray Hill,Manhattan,New York,NY,10016,40.75009,-73.9785
129704,27905508.0,2019-05-03,Manhattan,East Village,Manhattan,New York,NY,10003,40.73141,-73.98731
129751,24991267.0,2019-05-03,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11215,40.67018,-73.97851
129806,26957064.0,2019-05-03,Manhattan,Greenwich Village,Manhattan,New York,NY,10012,40.72932,-74.00089
129809,26640690.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.72026,-73.98505
129810,26541670.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn ,NY,11216,40.68991,-73.95044
129826,24421683.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,,40.76331,-73.98692
129850,19206478.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10009,40.72332,-73.9874
129909,20188858.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10018,40.75623,-73.99379
129918,29373814.0,2019-05-04,Queens,Astoria,Queens,New York,NY,11106,40.7599,-73.92407
129930,21517049.0,2019-05-04,Harlem,East Harlem,Manhattan,New York,NY,10029,40.79054,-73.94843
129951,17432051.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70086,-73.92685
130081,22163510.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70189,-73.92407
130132,20516708.0,2019-05-04,Alphabet City,East Village,Manhattan,New York,NY,10009,40.72929,-73.98123000000002
130154,26845532.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.69885,-73.92135
130156,26708468.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.76121,-73.9951
130162,25380978.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10003,40.7279,-73.9889
130173,23410527.0,2019-05-03,East Village,East Village,Manhattan,New York,NY,,40.72613,-73.98924
130179,23004086.0,2019-05-04,Flatiron District,Gramercy,Manhattan,New York,NY,10003,40.73652,-73.98746
130190,20232784.0,2019-05-03,Hillcrest,Jamaica Estates,Queens,Queens,NY,11432,40.72303,-73.79083
130210,15034752.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10016,40.74315,-73.984
130229,24427392.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10075,40.76924,-73.94865
130272,28070877.0,2019-05-04,Harlem,East Harlem,Manhattan,New York,NY,10029,40.79692,-73.94629
130290,15453573.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10028,40.77856,-73.95519
130305,13652411.0,2019-05-03,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11206,40.6933,-73.94949
130308,13464122.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10001,40.74838,-73.98576
130340,5964902.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,New York,NY,,40.69168,-73.94842
130359,778706.0,2019-05-04,Flatiron District,Flatiron District,Manhattan,New York,NY,10010,40.74228,-73.99068
130386,12211625.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69462,-73.91143000000002
130389,11873831.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69498,-73.91134
130497,31385142.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69309000000001,-73.92064
130514,21118935.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10018,40.75572,-73.99515
130534,19343326.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10128,40.78491,-73.95336999999998
130569,15898893.0,2019-05-04,Midtown,Midtown,Manhattan,New York,NY,10022,40.75651,-73.96687
130641,23652314.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70205,-73.92395
130688,21581261.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.71789,-73.98342
130703,19543336.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10001,40.75103,-73.99696999999998
130719,12605864.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.7015,-73.91991999999998
130741,9510854.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.76043,-73.99183000000002
130773,3877315.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.6899,-73.92645999999998
130780,9129371.0,2019-05-04,Brooklyn,Prospect Heights,Brooklyn,Brooklyn,NY,11238,40.67275,-73.96300000000002
130854,32541515.0,2019-05-04,Chinatown,Little Italy,Manhattan,New York,NY,10013,40.71851,-73.99813
130857,32356085.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11207,40.68236,-73.90596
130908,18721078.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn ,NY,11207,40.69082,-73.90486
130921,778640.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10010,40.74439,-73.98937
131029,24544454.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10021,40.77018,-73.9545
131060,10164008.0,2019-05-03,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68395,-73.93884
131082,16194184.0,2019-05-04,Greenwich Village,Greenwich Village,Manhattan,New York,NY,10012.0,40.72872,-73.99798
131101,14076631.0,2019-05-03,Prospect Heights,Prospect Heights,Brooklyn,Brooklyn,NY,11217.0,40.68116,-73.97336
131109,13670455.0,2019-05-03,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.75742,-73.99171
131126,29100691.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10012.0,40.72352,-73.99892
131132,14412107.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233.0,40.68202,-73.92979
131186,11223389.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10022.0,40.75482,-73.96776
131251,13297312.0,2019-05-03,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237.0,40.69928,-73.91658000000002
131352,6704291.0,2019-05-04,Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11226.0,40.64729000000001,-73.94761
131354,6388185.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011.0,40.73912,-73.99771
131362,5889707.0,2019-05-04,Manhattan,Gramercy,Manhattan,New York,NY,10003.0,40.73582,-73.98329
131374,17653588.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10009.0,40.7204,-73.97753
131378,17226426.0,2019-05-04,Soho,SoHo,Manhattan,New York,NY,10012.0,40.72787,-74.00256
131407,22717627.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221.0,40.69519,-73.92735
131430,9796314.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76145,-73.99448000000002
131434,9546211.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10128.0,40.78278,-73.95011
131478,29513831.0,2019-05-03,West Village,West Village,Manhattan,New York,NY,10014.0,40.73151,-74.0062
131479,29217026.0,2019-05-04,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11212.0,40.65553,-73.92024
131533,31921611.0,2019-05-03,Manhattan,East Harlem,Manhattan,New York,NY,10037.0,40.80774,-73.93661999999998
131547,30764183.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76553,-73.98539
131577,13392288.0,2019-05-04,Midtown East,Midtown,Manhattan,New York,NY,10022.0,40.75476,-73.96633
131636,750893.0,2019-05-04,Manhattan,Flatiron District,Manhattan,New York,NY,10010.0,40.74296,-73.99082
131675,6783841.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233.0,40.68327,-73.92124
131681,23477972.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76639,-73.98906
131689,22917039.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11205.0,40.69316,-73.95902
131692,22689704.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233.0,40.67947,-73.90805999999998
131727,30536947.0,2019-05-04,Lower East Side,Lower East Side,Manhattan,New York,NY,10002.0,40.71791,-73.98888000000002
131742,11981743.0,2019-05-04,Midtown East,Midtown,Manhattan,New York,NY,10022.0,40.75621,-73.96528
131857,29435884.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11205.0,40.69174,-73.95259
131858,29366010.0,2019-05-04,Brooklyn,Flatlands,Brooklyn,Brooklyn,NY,11234.0,40.62692,-73.92649
131895,1654417.0,2019-05-04,Alphabet City,East Village,Manhattan,New York,NY,10009.0,40.72845,-73.98143
131952,16558982.0,2019-05-04,Chelsea,Chelsea,Manhattan,New York,NY,10011.0,40.74096,-74.00129
132007,25949213.0,2019-05-04,Queens,Flushing,Queens,Queens,NY,11355.0,40.74569,-73.8274
132029,19180935.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10009.0,40.72347,-73.98699
132054,15066561.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.75978,-73.99246
132085,24802777.0,2019-05-04,Manhattan,East Harlem,Manhattan,New York,NY,10029.0,40.79505,-73.94988000000002
132094,23809004.0,2019-05-04,Manhattan,East Harlem,Manhattan,New York,NY,10035.0,40.79842,-73.93834
132138,19289583.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10009.0,40.72372,-73.98271
132174,30022488.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10009.0,40.72614,-73.98915
132184,29262903.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10003.0,40.72404,-73.98889
132189,28698211.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011.0,40.74554000000001,-73.99902
132210,20526690.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11206.0,40.70226,-73.92899
132227,25128584.0,2019-05-04,Alphabet City,East Village,Manhattan,New York,NY,10009.0,40.72038,-73.97721999999997
132268,17638756.0,2019-05-04,Midtown,Murray Hill,Manhattan,New York,NY,10017.0,40.74926,-73.97606999999998
132278,16630172.0,2019-05-03,Flatiron District,Chelsea,Manhattan,New York,NY,10003.0,40.73751,-73.99171
132280,16599273.0,2019-05-04,Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11210.0,40.63778,-73.95078000000002
132310,12189797.0,2019-05-04,Staten Island,Clifton,Staten Island,Staten Island,NY,10304.0,40.62323,-74.07555
132431,21274082.0,2019-05-04,Harlem,East Harlem,Manhattan,New York,NY,10035.0,40.79925,-73.94211999999997
132436,10992628.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10018.0,40.75692,-73.99436
132461,29851991.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76334,-73.99088
132483,6640642.0,2019-05-04,West Village,West Village,Manhattan,New York,NY,10014.0,40.73781,-74.00356
132515,234034.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10023.0,40.77586,-73.97984
132519,84417.0,2019-05-04,Manhattan,Lower East Side,Manhattan,New York,NY,10002.0,40.721,-73.98933000000002
132590,27582185.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221.0,40.68799,-73.92424
132598,26420117.0,2019-05-04,East Harlem,East Harlem,Manhattan,New York,NY,10029.0,40.79354,-73.93518
132607,24945115.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10018.0,40.75543,-73.99255
132610,15697947.0,2019-05-04,Manhattan,East Harlem,Manhattan,New York,NY,10029.0,40.78958,-73.94654
132643,6965153.0,2019-05-04,Manhattan,Upper West Side,Manhattan,New York,NY,10025.0,40.80177,-73.96614
132707,19999160.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233.0,40.68136,-73.91274
132753,3887926.0,2019-05-04,Manhattan,Inwood,Manhattan,New York,NY,10040.0,40.85919000000001,-73.92759000000002
132777,27086911.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10001.0,40.75335,-73.99584
132827,13427383.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10128.0,40.77791,-73.94714
132921,6018947.0,2019-05-04,East Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11225.0,40.66329,-73.93986
132955,14162696.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221.0,40.68831,-73.94402
132987,32164065.0,2019-05-03,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233.0,40.67849,-73.91417
133018,23842950.0,2019-05-04,Queens,Long Island City,Queens,Queens,NY,11101.0,40.75279000000001,-73.92483
133091,2989394.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216.0,40.68383,-73.94928
133133,9451860.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10003.0,40.72545,-73.98836999999997
133152,32405112.0,2019-05-03,Lower East Side,Lower East Side,Manhattan,New York,NY,10002.0,40.72124,-73.98836999999997
133196,24697005.0,2019-05-04,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11215.0,40.66945,-73.9787
133213,22810195.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237.0,40.70218,-73.92373
133217,22670315.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237.0,40.70049,-73.92269
133223,22248615.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10018.0,40.75774000000001,-73.99391999999997
133306,7521293.0,2019-05-04,Chelsea,Chelsea,Manhattan,New York,NY,10001.0,40.75209,-73.99714
133364,33050440.0,2019-05-04,Manhattan,East Harlem,Manhattan,New York,NY,10029.0,40.78788,-73.94696
133404,735752.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216.0,40.68687,-73.94699
133434,7159227.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10025.0,40.79959,-73.96649000000002
133452,26815977.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221.0,40.68482,-73.92786
133460,26063231.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,,40.68813,-73.92876
133467,24475908.0,2019-05-04,Manhattan,Lower East Side,Manhattan,New York,NY,10002.0,40.72149,-73.98608
133474,23417076.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76011,-73.99391999999997
133505,20883200.0,2019-05-04,Manhattan,Greenwich Village,Manhattan,New York,NY,10012.0,40.72727,-73.99956
133615,27540824.0,2019-05-03,East Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11203.0,40.65248,-73.94384000000002
133626,26324484.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10017.0,40.75182,-73.97134
133632,596373.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221.0,40.68943,-73.9244
133681,19345504.0,2019-05-03,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221.0,40.69148,-73.94168
133714,19734162.0,2019-05-04,East Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11203.0,40.65717,-73.92734
133715,11808073.0,2019-05-04,Manhattan,Midtown,Manhattan,New York,NY,10018.0,40.74949,-73.98510999999998
133723,9823505.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76352,-73.9949
133730,9451988.0,2019-05-04,Astoria,Long Island City,Queens,Queens,NY,11101.0,40.75336,-73.93370999999998
133740,8650177.0,2019-05-04,Flatiron District,Midtown,Manhattan,New York,NY,10016.0,40.74312000000001,-73.98472
133754,29754497.0,2019-05-04,Flatiron District,Flatiron District,Manhattan,New York,NY,10010.0,40.74386,-73.99146999999998
133761,30200564.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76537,-73.9914
133778,21754693.0,2019-05-04,Queens,Glendale,Queens,Queens,NY,11385.0,40.71021,-73.86192
133823,5833122.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221.0,40.69719,-73.93139000000002
133832,4568531.0,2019-05-04,Soho,SoHo,Manhattan,New York,NY,10012.0,40.72369000000001,-73.99999
133874,14980216.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011.0,40.74476,-74.00313
133939,14285789.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11206.0,40.70057,-73.9384
133948,875036.0,2019-05-04,West Village,West Village,Manhattan,New York,NY,10014.0,40.73768,-74.00603000000002
134016,16257710.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10003.0,40.73215,-73.9885
134049,13082788.0,2019-05-03,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221.0,40.69126,-73.94376
134062,30801594.0,2019-05-04,Manhattan,Upper West Side,Manhattan,New York,NY,10023.0,40.77861,-73.9846
134123,904470.0,2019-05-04,Manhattan,Flatiron District,Manhattan,New York,NY,10010.0,40.74407,-73.99113
134243,19505214.0,2019-05-03,Lower East Side,East Village,Manhattan,New York,NY,10002.0,40.72229,-73.98643
134254,17653754.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10028.0,40.77756,-73.95101
134255,17594492.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10018.0,40.75445,-73.99446
134353,28744512.0,2019-05-03,Roosevelt Island,Roosevelt Island,Manhattan,New York,NY,10044.0,40.76203,-73.94849
134370,26607052.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221.0,40.69303,-73.92456
134435,22400181.0,2019-05-04,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76605,-73.98527
134441,19422062.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10025.0,40.79972,-73.96183
134463,16971327.0,2019-05-03,Brooklyn,Sunset Park,Brooklyn,Brooklyn,NY,,40.66477,-73.99516
134514,29411744.0,2019-05-04,East Village,East Village,Manhattan,New York,NY,10009.0,40.72365,-73.98133
134521,29654407.0,2019-05-04,Queens,Flushing,Queens,Queens,NY,11358.0,40.75295,-73.80445
134549,5050157.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237.0,40.70316,-73.92921
134604,20872250.0,2019-05-04,West Village,West Village,Manhattan,New York,NY,10014.0,40.73161,-74.00474
134715,25688985.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237.0,40.70108,-73.92249
134751,11643472.0,2019-05-04,Murray Hill,Murray Hill,Manhattan,New York,NY,10016.0,40.7491,-73.97879
134755,22815794.0,2019-05-04,Flushing,Flushing,Queens,Queens,NY,11355.0,40.74629,-73.8196
134783,2895833.0,2019-05-04,Manhattan,East Village,Manhattan,New York,NY,10003.0,40.72423,-73.98829
134796,791191.0,2019-05-04,West Village,West Village,Manhattan,New York,NY,10014.0,40.73336,-74.00178000000002
134807,15585329.0,2019-05-04,Manhattan,Gramercy,Manhattan,New York,NY,10003.0,40.73696,-73.9869
134853,7842597.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10025.0,40.79964,-73.96316999999998
134880,8257567.0,2019-05-04,Dyker Heights,Dyker Heights,Brooklyn,Brooklyn,NY,11228.0,40.61994,-74.01352
134920,20267253.0,2019-05-04,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237.0,40.6995,-73.91875
134927,19843819.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10128.0,40.78079,-73.95003
134932,19397470.0,2019-05-04,Manhattan,Flatiron District,Manhattan,New York,NY,10010.0,40.74136,-73.98957
134942,17778816.0,2019-05-03,Astoria,Long Island City,Queens,Queens,NY,11106.0,40.7575,-73.93252
135005,23729988.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76377,-73.98539
135032,12762161.0,2019-05-04,Queens,Long Island City,Queens,Queens,NY,11101.0,40.75319,-73.93383
135040,29333023.0,2019-05-04,Manhattan,Upper East Side,Manhattan,New York,NY,10028.0,40.77929,-73.95966999999997
135078,28721012.0,2019-05-04,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216.0,40.68866,-73.95154000000002
135103,24520124.0,2019-05-04,Boerum Hill,Boerum Hill,Brooklyn,Brooklyn,NY,11201.0,40.6876,-73.98935999999998
135112,186871.0,2019-05-04,Manhattan,Lower East Side,Manhattan,New York,NY,10002.0,40.7194,-73.9892
135176,9449718.0,2019-05-04,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233.0,40.68344,-73.92689
135264,33248907.0,2019-05-04,Brooklyn,Bushwick,Brooklyn,Brooklyn ,NY,11237.0,40.70036,-73.92488
135265,33073581.0,2019-05-04,Manhattan,Upper West Side,Manhattan,New York,NY,10023.0,40.77805,-73.98078000000002
135278,32173578.0,2019-05-04,Brooklyn,Prospect Heights,Brooklyn,Brooklyn,NY,11238.0,40.68228,-73.97028
135284,31538367.0,2019-05-04,Midtown,Hell's Kitchen,Manhattan,New York,NY,10018.0,40.75601,-73.99509
135314,15165678.0,2019-05-04,Manhattan,SoHo,Manhattan,New York,NY,10012.0,40.72414000000001,-73.99643
135322,22845148.0,2019-05-04,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036.0,40.76137,-73.99136999999997
135345,3201019.0,2019-05-04,Upper West Side,Upper West Side,Manhattan,New York,NY,10024.0,40.78684000000001,-73.97021
135401,19346434.0,2019-05-04,Manhattan,Chelsea,Manhattan,New York,NY,10011.0,40.74224,-73.99939
135406,19018254.0,2019-05-03,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10019.0,40.76404,-73.98772
135447,20856945.0,2019-05-04,Upper East Side,Upper East Side,Manhattan,New York,NY,10075.0,40.77053,-73.9499
135481,24543448.0,2019-05-03,East Harlem,East Harlem,Manhattan,New York,NY,10037.0,40.80939,-73.93754
135528,14401117.0,2019-05-03,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11206.0,40.69549,-73.94415
135539,20052940.0,2019-05-03,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,,40.68884,-73.94159
